,id,Name,Type,SubType,Rangetype,Sprite,EquipSprite,ArrowSprite,ArrowSpeed,ArrowSize,ArrowRotation,HitEffect,HitSound,HitCount,Tier,BattlePoint,Rare,RarePercent,RareCoung,RanSmeltCount,SmeltUpStat,craftrare,craftrarelist,material,attacktype,minatk,maxatk,atkspeed,castspeed,matk,def,mdef,Str,Dex,Int,Wis,AllStat,AdvanStat,Hit,Exp,Gold,Hp,Mp,Crit,CritDmg,MinAllDmg,MaxAllDmg,RanStatId,SetID,SpeMehod,SpeMehodP,SuccSpe,istwohand,smeltid,smeltcount,maxdotcount,dotdmgup,AdvanEquipID,AdvanNeedItem,AdvanNeedItemHowmany,AdvanGold,AdvanPercent,ChangeId,UpgradeNeedID,SuccType,SuccNeedId,SuccNeedCount
사브레★,E6101,EquipName/6101,SWeapon,,,Item/Weapon/Second/샤브레,EquipItem/Weapon/Second/샤브레,0,0,0,0,,,0,15,3800,6,0;0;0;0;80;8;2,3,5;10,2,0,6,iron,-1,7.8,7.8,0.1,0,0,0,0,0,700,0,0,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6105,50000,6,100000000,80,1051,50002,gold,1000,500000000
불의 정령★,E6102,EquipName/6102,SWeapon,,,Item/Weapon/Second/Enchant2,EquipItem/Weapon/Second/Enchant2,0,0,0,0,,,0,15,3800,6,0;0;0;0;80;8;2,3,5;10,2,0,6,wood,-1,0,0,0,0,9,0,0,0,0,700,0,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6106,50000,6,100000000,80,1051,50002,gold,1000,500000000
횃불★,E6103,EquipName/6103,SWeapon,,,Item/Weapon/Second/torch,EquipItem/Weapon/Second/torch,0,0,0,0,,,0,15,3800,6,0;0;0;0;80;8;2,3,5;10,2,0,6,wood,-1,0,0,0,0,6,0,0,0,0,0,700,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,10,2.2,E6107,50000,6,100000000,80,1051,50002,gold,1000,500000000
카이트 실드★,E6104,EquipName/6104,SWeapon,,,Item/Weapon/Second/Shield6,EquipItem/Weapon/Second/Shield6,0,0,0,0,,,0,15,4100,6,0;0;0;0;80;8;2,3,5;10,2,0,6,wood,-1,6.8,6.8,0,0,0,0,0,700,0,0,0,1000,,0,0,0,0.12,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6108,50000,7,300000000,50,1052,50002,gold,1000,500000000
사브레★,E6105,EquipName/6105,SWeapon,,,Item/Weapon/Second/샤브레,EquipItem/Weapon/Second/샤브레,0,0,0,0,,,0,15,4100,6,0;0;0;0;80;8;2,3,5;10,2,0,6,iron,-1,8.6,8.6,0.1,0,0,0,0,0,700,0,0,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6109,50000,7,300000000,50,1052,50002,gold,1000,500000000
불의 정령★,E6106,EquipName/6106,SWeapon,,,Item/Weapon/Second/Enchant2,EquipItem/Weapon/Second/Enchant2,0,0,0,0,,,0,15,4100,6,0;0;0;0;80;8;2,3,5;10,2,0,6,wood,-1,0,0,0,0,10,0,0,0,0,700,0,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6110,50000,7,300000000,50,1052,50002,gold,1000,500000000
횃불★,E6107,EquipName/6107,SWeapon,,,Item/Weapon/Second/torch,EquipItem/Weapon/Second/torch,0,0,0,0,,,0,15,4100,6,0;0;0;0;80;8;2,3,5;10,2,0,6,wood,-1,0,0,0,0,7,0,0,0,0,0,700,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,10,2.4,E6111,50000,7,300000000,50,1052,50002,gold,1000,500000000
카이트 실드★,E6108,EquipName/6108,SWeapon,,,Item/Weapon/Second/Shield6,EquipItem/Weapon/Second/Shield6,0,0,0,0,,,0,15,4400,6,0;0;0;0;80;8;2,3,5;10,2,0,6,wood,-1,7.6,7.6,0,0,0,0,0,700,0,0,0,1000,,0,0,0,0.12,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6112,50000,8,500000000,30,1053,50002,gold,1000,500000000
사브레★,E6109,EquipName/6109,SWeapon,,,Item/Weapon/Second/샤브레,EquipItem/Weapon/Second/샤브레,0,0,0,0,,,0,15,4400,6,0;0;0;0;80;8;2,3,5;10,2,0,6,iron,-1,9.4,9.4,0.1,0,0,0,0,0,700,0,0,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6113,50000,8,500000000,30,1053,50002,gold,1000,500000000
불의 정령★,E6110,EquipName/6110,SWeapon,,,Item/Weapon/Second/Enchant2,EquipItem/Weapon/Second/Enchant2,0,0,0,0,,,0,15,4400,6,0;0;0;0;80;8;2,3,5;10,2,0,6,wood,-1,0,0,0,0,11,0,0,0,0,700,0,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6114,50000,8,500000000,30,1053,50002,gold,1000,500000000
횃불★,E6111,EquipName/6111,SWeapon,,,Item/Weapon/Second/torch,EquipItem/Weapon/Second/torch,0,0,0,0,,,0,15,4400,6,0;0;0;0;80;8;2,3,5;10,2,0,6,wood,-1,0,0,0,0,8,0,0,0,0,0,700,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,10,2.6,E6115,50000,8,500000000,30,1053,50002,gold,1000,500000000
카이트 실드★,E6112,EquipName/6112,SWeapon,,,Item/Weapon/Second/Shield6,EquipItem/Weapon/Second/Shield6,0,0,0,0,,,0,15,4700,6,0;0;0;0;80;8;2,3,5;10,2,0,6,wood,-1,8.4,5.2,0,0,0,0,0,700,0,0,0,1000,,0,0,0,0.12,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6116,50000,9,800000000,15,1054,50002,gold,1000,500000000
사브레★,E6113,EquipName/6113,SWeapon,,,Item/Weapon/Second/샤브레,EquipItem/Weapon/Second/샤브레,0,0,0,0,,,0,15,4700,6,0;0;0;0;80;8;2,3,5;10,2,0,6,iron,-1,10.2,10.2,0.1,0,0,0,0,0,700,0,0,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6117,50000,9,800000000,15,1054,50002,gold,1000,500000000
불의 정령★,E6114,EquipName/6114,SWeapon,,,Item/Weapon/Second/Enchant2,EquipItem/Weapon/Second/Enchant2,0,0,0,0,,,0,15,4700,6,0;0;0;0;80;8;2,3,5;10,2,0,6,wood,-1,0,0,0,0,12,0,0,0,0,700,0,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6118,50000,9,800000000,15,1054,50002,gold,1000,500000000
횃불★,E6115,EquipName/6115,SWeapon,,,Item/Weapon/Second/torch,EquipItem/Weapon/Second/torch,0,0,0,0,,,0,15,4700,6,0;0;0;0;80;8;2,3,5;10,2,0,6,wood,-1,0,0,0,0,9,0,0,0,0,0,700,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,10,2.8,E6119,50000,9,800000000,15,1054,50002,gold,1000,500000000
카이트 실드★,E6116,EquipName/6116,SWeapon,,,Item/Weapon/Second/Shield6,EquipItem/Weapon/Second/Shield6,0,0,0,0,,,0,15,5000,6,0;0;0;0;80;8;2,3,5;10,2,0,6,wood,-1,9.2,9.2,0,0,0,0,0,700,0,0,0,1000,,0,0,0,0.12,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6155,27,700,1000000000,100,1055,50002,gold,1000,500000000
사브레★,E6117,EquipName/6117,SWeapon,,,Item/Weapon/Second/샤브레,EquipItem/Weapon/Second/샤브레,0,0,0,0,,,0,15,5000,6,0;0;0;0;80;8;2,3,5;10,2,0,6,iron,-1,11,11,0.1,0,0,0,0,0,700,0,0,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6156,27,700,1000000000,100,1055,50002,gold,1000,500000000
불의 정령★,E6118,EquipName/6118,SWeapon,,,Item/Weapon/Second/Enchant2,EquipItem/Weapon/Second/Enchant2,0,0,0,0,,,0,15,5000,6,0;0;0;0;80;8;2,3,5;10,2,0,6,wood,-1,0,0,0,0,13,0,0,0,0,700,0,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6157,27,700,1000000000,100,1055,50002,gold,1000,500000000
횃불★,E6119,EquipName/6119,SWeapon,,,Item/Weapon/Second/torch,EquipItem/Weapon/Second/torch,0,0,0,0,,,0,15,5000,6,0;0;0;0;80;8;2,3,5;10,2,0,6,wood,-1,0,0,0,0,10,0,0,0,0,0,700,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,10,3,E6158,27,700,1000000000,100,1055,50002,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보스룬,E6120,EquipName/6120,Rune,, ,Item/룬/Icon1,,0,0,0,0,,,0,15,5000,4,0;0;0;80;15;7;2,3,5;10,0,0,4,iron,0,0,0,0,0,0,0,0,0,0,0,0,5000,,0,0,0,0,0,0,0,0,0,0,0,1024,1291,1024,FALSE,99001,20,0,0,E6121,50001,2,2000000000,100,1056,50008,item,,
보스룬 Ⅰ,E6121,EquipName/6121,Rune,, ,Item/룬/Icon2,,0,0,0,0,,,0,15,5500,4,0;0;0;80;15;7;2,3,5;10,0,0,4,iron,0,0,0,0,0,0,0,0,0,0,0,0,6000,,0,0,0,0,0,0,0,0,0,0,0,1024,1292,1024,FALSE,99001,20,0,0,E6122,50001,3,2000000000,50,1057,50008,item,,
보스룬 Ⅱ,E6122,EquipName/6122,Rune,, ,Item/룬/Icon3,,0,0,0,0,,,0,15,6000,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,0,0,0,0,0,0,0,0,0,0,0,0,7000,,0,0,0,0,0,0,0,0,0,0,0,1024,1293,1024,FALSE,99001,20,0,0,E6123,50001,4,2000000000,25,1058,50008,item,,
보스룬 Ⅲ,E6123,EquipName/6123,Rune,, ,Item/룬/Icon4,,0,0,0,0,,,0,15,6500,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,0,0,0,0,0,0,0,0,0,0,0,0,8000,,0,0,0,0,0,0,0,0,0,0,0,1024,1294,1024,FALSE,99001,20,0,0,E6124,50001,5,2000000000,15,1059,50008,item,,
보스룬 Ⅳ,E6124,EquipName/6124,Rune,, ,Item/룬/Icon5,,0,0,0,0,,,0,15,7000,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,0,0,0,0,0,0,0,0,0,0,0,0,9000,,0,0,0,0,0,0,0,0,0,0,0,1024,1295,1024,FALSE,99001,20,0,0,E6125,50001,6,2000000000,10,1060,50008,item,,
보스룬 Ⅴ,E6125,EquipName/6125,Rune,, ,Item/룬/Icon6,,0,0,0,0,,,0,15,7500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,0,0,0,0,0,0,0,0,0,0,0,10000,,0,0,0,0,0,0,0,0,0,0,0,1024,1296,1024,FALSE,99001,20,0,0,,,,,,1061,50008,item,,
일반룬,E6126,EquipName/6132,Rune,, ,Item/룬/Icon19,,0,0,0,0,,,0,15,5000,4,0;0;0;80;15;7;2,3,5;10,0,0,4,iron,0,0,0,0,0,0,0,0,0,0,0,0,5000,,0,0,0,0,0,0,0,0,0,0,0,1024,1303,1024,FALSE,99001,20,0,0,E6133,50001,2,2000000000,100,1056,50008,item,,
일반룬 Ⅰ,E6127,EquipName/6133,Rune,, ,Item/룬/Icon20,,0,0,0,0,,,0,15,5500,4,0;0;0;80;15;7;2,3,5;10,0,0,4,iron,0,0,0,0,0,0,0,0,0,0,0,0,6000,,0,0,0,0,0,0,0,0,0,0,0,1024,1304,1024,FALSE,99001,20,0,0,E6134,50001,3,2000000000,50,1057,50008,item,,
일반룬 Ⅱ,E6128,EquipName/6134,Rune,, ,Item/룬/Icon21,,0,0,0,0,,,0,15,6000,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,0,0,0,0,0,0,0,0,0,0,0,0,7000,,0,0,0,0,0,0,0,0,0,0,0,1024,1305,1024,FALSE,99001,20,0,0,E6135,50001,4,2000000000,25,1058,50008,item,,
일반룬 Ⅲ,E6129,EquipName/6135,Rune,, ,Item/룬/Icon22,,0,0,0,0,,,0,15,6500,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,0,0,0,0,0,0,0,0,0,0,0,0,8000,,0,0,0,0,0,0,0,0,0,0,0,1024,1306,1024,FALSE,99001,20,0,0,E6136,50001,5,2000000000,15,1059,50008,item,,
일반룬 Ⅳ,E6130,EquipName/6136,Rune,, ,Item/룬/Icon23,,0,0,0,0,,,0,15,7000,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,0,0,0,0,0,0,0,0,0,0,0,0,9000,,0,0,0,0,0,0,0,0,0,0,0,1024,1307,1024,FALSE,99001,20,0,0,E6137,50001,6,2000000000,10,1060,50008,item,,
일반룬 Ⅴ,E6131,EquipName/6137,Rune,, ,Item/룬/Icon24,,0,0,0,0,,,0,15,7500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,0,0,0,0,0,0,0,0,0,0,0,10000,,0,0,0,0,0,0,0,0,0,0,0,1024,1308,1024,FALSE,99001,20,0,0,,,,,,1061,50008,item,,
경골룬,E6132,EquipName/6132,Rune,, ,Item/룬/Icon19,,0,0,0,0,,,0,15,5000,4,0;0;0;80;15;7;2,3,5;10,0,0,4,iron,0,0,0,0,0,0,0,0,0,0,0,0,5000,,0,0,0,0,0,0,0,0,0,0,0,1024,1303,1024,FALSE,99001,20,0,0,E6133,50001,2,2000000000,100,1056,50008,item,,
경골룬 Ⅰ,E6133,EquipName/6133,Rune,, ,Item/룬/Icon20,,0,0,0,0,,,0,15,5500,4,0;0;0;80;15;7;2,3,5;10,0,0,4,iron,0,0,0,0,0,0,0,0,0,0,0,0,6000,,0,0,0,0,0,0,0,0,0,0,0,1024,1304,1024,FALSE,99001,20,0,0,E6134,50001,3,2000000000,50,1057,50008,item,,
경골룬 Ⅱ,E6134,EquipName/6134,Rune,, ,Item/룬/Icon21,,0,0,0,0,,,0,15,6000,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,0,0,0,0,0,0,0,0,0,0,0,0,7000,,0,0,0,0,0,0,0,0,0,0,0,1024,1305,1024,FALSE,99001,20,0,0,E6135,50001,4,2000000000,25,1058,50008,item,,
경골룬 Ⅲ,E6135,EquipName/6135,Rune,, ,Item/룬/Icon22,,0,0,0,0,,,0,15,6500,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,0,0,0,0,0,0,0,0,0,0,0,0,8000,,0,0,0,0,0,0,0,0,0,0,0,1024,1306,1024,FALSE,99001,20,0,0,E6136,50001,5,2000000000,15,1059,50008,item,,
경골룬 Ⅳ,E6136,EquipName/6136,Rune,, ,Item/룬/Icon23,,0,0,0,0,,,0,15,7000,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,0,0,0,0,0,0,0,0,0,0,0,0,9000,,0,0,0,0,0,0,0,0,0,0,0,1024,1307,1024,FALSE,99001,20,0,0,E6137,50001,6,2000000000,10,1060,50008,item,,
경골룬 Ⅴ,E6137,EquipName/6137,Rune,, ,Item/룬/Icon24,,0,0,0,0,,,0,15,7500,6,0;0;0;80;15;7;2,3,5;10,0,0,6,iron,0,0,0,0,0,0,0,0,0,0,0,0,10000,,0,0,0,0,0,0,0,0,0,0,0,1024,1308,1024,FALSE,99001,20,0,0,,,,,,1061,50008,item,,
시즌2 장비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,item,,
파멸의 검,E6138,EquipName/6138,Weapon,Physic,M,Item/Weapon/Main/Season2/0,EquipItem/Weapon/Main/Season2/0,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,20,12000,6,0;0;0;80;15;7;2,3,1;10,0,0,7,iron,0,70,70,0,0,0,0,0,5000,0,0,0,3000,,0,0,0,0,0,10,0.3,1,20,0,0,1001,1309,1001,FALSE,99000,7,0,0,,,,,,1062,50002,item,,
하데스의 도끼,E6139,EquipName/6139,Weapon,Physic,M,Item/Weapon/Main/Season2/1,EquipItem/Weapon/Main/Season2/1,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,20,12000,6,0;0;0;80;15;7;2,3,1;10,0,0,7,iron,0,75,75,0,0,0,0,0,5000,0,0,0,3000,,0,0,0,0,0,10,0.3,1,20,0,0,1001,1310,1001,FALSE,99000,7,0,0,,,,,,1062,50002,item,,
거인 분쇄기,E6140,EquipName/6140,Weapon,Physic,M,Item/Weapon/Main/Season2/2,EquipItem/Weapon/Main/Season2/2,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,20,12000,6,0;0;0;80;15;7;2,3,1;10,0,0,7,iron,0,70,70,0,0,0,0,0,5000,0,0,0,3000,,0,0,0,0,0,10,0.3,1,20,0,0,1001,1311,1001,FALSE,99000,7,0,0,,,,,,1062,50002,item,,
적화의 건틀릿,E6141,EquipName/6141,Weapon,Physic,M,Item/Weapon/Main/Season2/3,EquipItem/Weapon/Main/Season2/3,0,0,0,0,,Attack/Slash1;Attack/Slash2,3,20,12000,6,0;0;0;80;15;7;2,3,1;10,0,0,7,iron,0,70,70,0.3,0,0,0,0,5000,0,0,0,3000,,0,0,0,0,0,10,0.3,1,20,0,0,1001,1312,1001,FALSE,99000,7,0,0,,,,,,1062,50002,item,,
골드 건,E6142,EquipName/6142,Weapon,Physic,R,Item/Weapon/Main/Season2/4,EquipItem/Weapon/Main/Season2/4,arrow/1001,30,1,0,,Attack/shoot1,1,20,12000,6,0;0;0;80;15;7;2,3,1;10,0,0,7,iron,1,33,33,0.2,0,0,0,0,0,5000,0,0,3000,,0,0,0,0,0,10,0.3,1,20,0,0,1001,1313,1001,FALSE,99000,7,0,0,,,,,,1062,50002,item,,
드래곤 보우,E6143,EquipName/6143,Weapon,Physic,R,Item/Weapon/Main/Season2/5,EquipItem/Weapon/Main/Season2/5,arrow/1040,25,1.5,-135,,Attack/shoot1,2,20,12000,6,0;0;0;80;15;7;2,3,1;10,0,0,7,iron,1,60,60,0.2,0,0,0,0,0,5000,0,0,3000,,0,0,0,0,0,10,0.3,1,20,0,0,1001,1314,1001,FALSE,99000,7,0,0,,,,,,1062,50002,item,,
블러드 커터,E6144,EquipName/6144,Weapon,Physic,M,Item/Weapon/Main/Season2/6,EquipItem/Weapon/Main/Season2/6,0,0,0,0,,Attack/Slash1;Attack/Slash2,4,20,12000,6,0;0;0;80;15;7;2,3,1;10,0,0,7,iron,0,33,33,0.4,0,0,0,0,0,5000,0,0,3000,,0,0,0,0,0,10,0.3,1,20,0,0,1001,1315,1001,FALSE,99000,7,0,0,,,,,,1062,50002,item,,
단테의 석궁,E6145,EquipName/6145,Weapon,Physic,R,Item/Weapon/Main/Season2/7,EquipItem/Weapon/Main/Season2/7,0,0,0,0,,Attack/shoot1,1,20,12000,6,0;0;0;80;15;7;2,3,1;10,0,0,7,iron,1,60,60,0.1,0,0,0,0,0,5000,0,0,3000,,0,0,0,0,0,10,0.3,1,20,0,0,1001,1316,1001,FALSE,99000,7,0,0,,,,,,1062,50002,item,,
제우스의 지팡이,E6146,EquipName/6146,Weapon,Magic,MR,Item/Weapon/Main/Season2/8,EquipItem/Weapon/Main/Season2/8,0,0,0,0,,Attack/spell1,1,20,12000,6,0;0;0;80;15;7;2,3,1;10,0,0,7,iron,1,1,1,0,0.5,70,0,0,0,0,5000,0,3000,,0,0,0,0,0,10,0.3,1,20,0,0,1001,1317,1001,FALSE,99000,7,0,0,,,,,,1062,50002,item,,
포세이돈의 지팡이,E6147,EquipName/6147,Weapon,Magic,MR,Item/Weapon/Main/Season2/9,EquipItem/Weapon/Main/Season2/9,0,0,0,0,,Attack/spell1,1,20,12000,6,0;0;0;80;15;7;2,3,1;10,0,0,7,iron,1,1,1,0,0.5,70,0,0,0,0,5000,0,3000,,0,0,0,0,0,10,0.3,1,20,0,0,1001,1318,1001,FALSE,99000,7,0,0,,,,,,1062,50002,item,,
아폴론의 메이스,E6148,EquipName/6148,Weapon,Magic,M,Item/Weapon/Main/Season2/10,EquipItem/Weapon/Main/Season2/10,0,0,0,0,,Attack/Slash1;Attack/Slash2,2,20,12000,6,0;0;0;80;15;7;2,3,1;10,0,0,7,iron,1,1,1,0.15,0.5,70,0,0,0,0,5000,0,3000,,0,0,0,0,0,10,0.3,1,20,0,0,1001,1319,1001,FALSE,99000,7,0,0,,,,,,1062,50002,item,,
처단자,E6149,EquipName/6149,Weapon,Dot,MR,Item/Weapon/Main/Season2/11,EquipItem/Weapon/Main/Season2/11,0,0,0,0,,Attack/spell1,1,20,12000,6,0;0;0;80;15;7;2,3,1;10,0,0,7,iron,1,1,1,0,0.5,45,0,0,0,0,0,5000,3000,,0,0,0,0,0,10,0.3,1,20,0,0,1001,1320,1001,FALSE,99000,7,0,6,,,,,,1062,50002,item,,
고통,E6150,EquipName/6150,Weapon,Dot,MR,Item/Weapon/Main/Season2/12,EquipItem/Weapon/Main/Season2/12,0,0,0,0,,Attack/spell1,1,20,12000,6,0;0;0;80;15;7;2,3,1;10,0,0,7,iron,1,1,1,0,0.5,45,0,0,0,0,0,5000,3000,,0,0,0,0,0,10,0.3,1,20,0,0,1001,1321,1001,FALSE,99000,7,0,6,,,,,,1062,50002,item,,
절명,E6151,EquipName/6151,Weapon,Dot,MR,Item/Weapon/Main/Season2/12,EquipItem/Weapon/Main/Season2/12,0,0,0,0,,Attack/spell1,1,20,12000,6,0;0;0;80;15;7;2,3,1;10,0,0,7,iron,1,1,1,0,0.5,45,0,0,0,0,0,5000,3000,,0,0,0,0,0,10,0.3,1,20,0,0,1001,1321,1001,FALSE,99000,7,0,6,,,,,,1062,50002,item,,
크로노스의 지팡이,E6152,EquipName/6152,Weapon,Magic,MR,Item/Weapon/Main/Season2/8,EquipItem/Weapon/Main/Season2/8,0,0,0,0,,Attack/spell1,1,20,12000,6,0;0;0;80;15;7;2,3,1;10,0,0,7,iron,1,1,1,0,0.5,70,0,0,0,0,5000,0,3000,,0,0,0,0,0,10,0.3,1,20,0,0,1001,1317,1001,FALSE,99000,7,0,0,,,,,,1062,50002,item,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방어구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,,,,,,,,,,,,,item,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,item,,
시즌2 방어구 투구,E6151,EquipName/6151,Helmet,,,Item/Helmet/helmet_ego1,,0,0,0,0,,,0,20,10000,6,0;0;0;0;80;8;2,2,1;10,0,0,7,bone,-1,0,0,0,0,0,0,0,0,0,0,0,6500,,0,0,0,0.19,0,20,0,1,10,0,1011,1026,0,1019;1004;1026,FALSE,99000,3,0,0,,,,,,,50003,item,,
시즌2 방어구 갑옷,E6152,EquipName/6152,Chest,,,Item/Chest/pearl_dragon_armour,,0,0,0,0,,,0,20,10000,6,0;0;0;0;80;8;2,2,1;10,0,0,7,bone,-1,0,0,0,0,0,0,0,0,0,0,0,6500,,0,0,0,0.19,0,0,1.2,1,10,0,1011,1025,0,1020;1005;1025,FALSE,99000,3,0,0,,,,,,,50003,item,,
시즌2 방어구 장갑,E6153,EquipName/6153,Glove,,,Item/Glove/Set_Glove3,,0,0,0,0,,,0,20,10000,6,0;0;0;0;80;8;2,2,1;10,0,0,7,bone,-1,0,0,0,0,0,0,0,0,0,0,0,6500,,0,0,0,0.19,0.18,0,0,1,10,0,1012,1026,0,1021;1006;1026,FALSE,99000,3,0,0,,,,,,,50003,item,,
시즌2 방어구 신발,E6154,EquipName/6154,Boot,,,Item/Boot/boots_ego2,,0,0,0,0,,,0,20,10000,6,0;0;0;0;80;8;2,2,1;10,0,0,7,bone,-1,0,0,0,0,0,0,0,0,0,0,0,6500,,0,0,0,0.19,0,0,0,1,10,0,1012,1026,0,1022;1007;1026,FALSE,99000,3,0,0,,,,,,,50003,item,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,item,,
타워 실드★,E6155,EquipName/6155,SWeapon,,,Item/Weapon/Second/Shield8,EquipItem/Weapon/Second/Shield8,0,0,0,0,,,0,20,8500,6,0;0;0;0;80;8;2,3,5;10,2,0,7,wood,-1,13.8,13.8,0,0,0,0,0,3000,0,0,0,2000,,0,0,0,0.2,0,0,1,1,15,0,0,1010,1322,1010,FALSE,99000,5,0,0,,,,,,1063,50002,item,,
마나 단검,E6156,EquipName/6156,SWeapon,,,Item/Weapon/Second/short_sword2,EquipItem/Weapon/Second/short_sword2,0,0,0,0,,,0,20,8500,6,0;0;0;0;80;8;2,3,5;10,2,0,7,iron,-1,16.5,16.5,0.1,0,0,0,0,0,3000,0,0,2000,,0,0,0,0,0,0,1,1,15,0,0,1010,1323,1010,FALSE,99000,5,0,0,,,,,,1063,50002,item,,
마나의 오브,E6157,EquipName/6157,SWeapon,,,Item/Weapon/Second/신의오브,EquipItem/Weapon/Second/orb3,0,0,0,0,,,0,20,8500,6,0;0;0;0;80;8;2,3,5;10,2,0,7,wood,-1,0,0,0,0,19.5,0,0,0,0,3000,0,2000,,0,0,0,0,0,0,1,1,15,0,0,1010,1324,1010,FALSE,99000,5,0,0,,,,,,1063,50002,item,,
랜턴,E6158,EquipName/6158,SWeapon,,,Item/Weapon/Second/lantern,EquipItem/Weapon/Second/lantern (2),0,0,0,0,,,0,20,8500,6,0;0;0;0;80;8;2,3,5;10,2,0,7,wood,-1,0,0,0,0,15,0,0,0,0,0,3000,2000,,0,0,0,0,0,0,1,1,15,0,0,1010,1325,1010,FALSE,99000,5,10,3,,,,,,1063,50002,item,,
청혼의 건틀릿,E6159,EquipName/6159,SWeapon,,,Item/Weapon/Second/punch,EquipItem/Weapon/Second/punch,0,0,0,0,,,0,20,8500,6,0;0;0;0;80;8;2,3,5;10,2,0,7,wood,-1,13.8,13.8,0,0,0,0,0,3000,0,0,0,2000,,0,0,0,0.2,0,0,1,1,15,0,0,1010,1326,1010,FALSE,99000,5,0,0,,,,,,,50002,item,,
드래곤 애로우,E6160,EquipName/6160,SWeapon,,,Item/Weapon/Second/신의뼈화살,EquipItem/Weapon/Second/신의뼈화살,0,0,0,0,,,0,20,8500,6,0;0;0;0;80;8;2,3,5;10,2,0,7,iron,-1,16.5,16.5,0.1,0,0,0,0,0,3000,0,0,2000,,0,0,0,0,0,0,1,1,15,0,0,1010,1327,1010,FALSE,99000,5,0,0,,,,,,,50002,item,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,item,,
저주의 반지,E6161,EquipName/6161,Ring,,,Item/Ring/Season2/1,,0,0,0,0,,,0,20,10000,6,0;0;0;0;80;8;2,3,7;10,0,0,7,jewelry,-1,0,0,0,0.2,0,0,0,0,0,0,0,7000,,0,0,0,0.18,0,0,0,0,0,0,1013,1008,1328,1008,FALSE,99000,5,0,0,,,,,,1064,50004,item,,
