description,Tier,id,num,itemid,itemnames,minhowmany,maxhowmany,rate,isshow,Ispercent,,,,,,,
레이드 홀리 아켄젤,악몽레이드,5011,1002,20,레이드 토큰,1000,1000,1000000,TRUE,FALSE,,,,,,,
,악몽레이드,5011,1003,2908,토벌 증표,12,12,1000000,TRUE,FALSE,,,,,,,
,악몽레이드,5011,1004,1005,전설 제작 비법서,1,2,350000,TRUE,FALSE,,,,,,,
,악몽레이드,5011,1005,1006,신화 제작 비법서,1,1,128000,TRUE,FALSE,,,,,,,
,악몽레이드,5011,1006,1010,비법서 조각,130,130,1000000,TRUE,FALSE,,,,,,,
,악몽레이드,5011,1007,99000,제련석,75,75,1000000,TRUE,FALSE,,,,,,,
레이드 홀리 엔트로 위버,악몽레이드,5012,1008,20,레이드 토큰,1050,1050,1000000,TRUE,FALSE,,,,,,,
,악몽레이드,5012,1009,2908,토벌 증표,13,13,1000000,TRUE,FALSE,,,,,,,
,악몽레이드,5012,1010,1005,전설 제작 비법서,1,2,350000,TRUE,FALSE,,,,,,,
,악몽레이드,5012,1011,1006,신화 제작 비법서,1,1,128000,TRUE,FALSE,,,,,,,
,악몽레이드,5012,1012,1010,비법서 조각,140,140,1000000,TRUE,FALSE,,,,,,,
,악몽레이드,5012,1013,99000,제련석,80,80,1000000,TRUE,FALSE,,,,,,,
레이드 저거넛,지옥 레이드 ,5013,1014,20,레이드 토큰,1100,1100,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5013,1015,2908,토벌 증표,14,14,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5013,1016,1005,전설 제작 비법서,1,2,350000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5013,1017,1006,신화 제작 비법서,1,1,128000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5013,1018,19,지옥 레이드 결정,1,1,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5013,1019,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5013,1020,99000,제련석,80,80,1000000,TRUE,FALSE,,,,,,,
레이드 거인,지옥 레이드 ,5014,1021,20,레이드 토큰,1150,1150,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5014,1022,2908,토벌 증표,15,15,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5014,1023,1005,전설 제작 비법서,1,2,350000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5014,1024,1006,신화 제작 비법서,1,1,128000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5014,1025,19,지옥 레이드 결정,2,2,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5014,1026,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5014,1027,99000,제련석,80,80,1000000,TRUE,FALSE,,,,,,,
레이드 히포그리프,지옥 레이드 ,5015,1028,20,레이드 토큰,1200,1200,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5015,1029,2908,토벌 증표,16,16,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5015,1030,1005,전설 제작 비법서,1,2,350000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5015,1031,1006,신화 제작 비법서,1,1,128000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5015,1032,19,지옥 레이드 결정,3,3,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5015,1033,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5015,1034,99000,제련석,80,80,1000000,TRUE,FALSE,,,,,,,
레이드 칸,지옥 레이드 ,5016,1035,20,레이드 토큰,1250,1250,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5016,1036,2908,토벌 증표,17,17,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5016,1037,1005,전설 제작 비법서,1,2,350000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5016,1038,1006,신화 제작 비법서,1,1,128000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5016,1039,19,지옥 레이드 결정,4,4,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5016,1040,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,,5016,1041,99000,제련석,80,80,1000000,TRUE,FALSE,,,,,,,
출입 제한 구역 - 데몬 클로,지옥 레이드 ,5017,1042,20,레이드 토큰,1300,1300,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5017,1043,2908,토벌 증표,18,18,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5017,1044,1005,전설 제작 비법서,2,4,350000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5017,1045,1006,신화 제작 비법서,1,2,128000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5017,1046,19,지옥 레이드 결정,4,4,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5017,1047,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5017,1048,50000,악몽 승급석,1,1,40000,TRUE,FALSE,,,,,,,
,,5017,1049,99000,제련석,80,80,1000000,TRUE,FALSE,,,,,,,
출입 제한 구역 - 마검사,지옥 레이드 ,5018,1050,20,레이드 토큰,1350,1350,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5018,1051,2908,토벌 증표,19,19,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5018,1052,1005,전설 제작 비법서,2,4,350000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5018,1053,1006,신화 제작 비법서,1,2,128000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5018,1054,19,지옥 레이드 결정,4,4,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5018,1055,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5018,1056,50000,악몽 승급석,1,1,42000,TRUE,FALSE,,,,,,,
,,5018,1057,99000,제련석,80,80,1000000,TRUE,FALSE,,,,,,,
출입 제한 구역 - 이그니,지옥 레이드 ,5019,1058,20,레이드 토큰,1400,1400,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5019,1059,2908,토벌 증표,20,20,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5019,1060,1005,전설 제작 비법서,2,4,350000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5019,1061,1006,신화 제작 비법서,1,2,128000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5019,1062,19,지옥 레이드 결정,4,4,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5019,1063,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,,5019,1064,50000,악몽 승급석,1,1,44000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5019,1065,99000,제련석,80,80,1000000,TRUE,FALSE,,,,,,,
출입 제한 구역 - 데몬 리퍼,지옥 레이드 ,5020,1066,20,레이드 토큰,1450,1450,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5020,1067,2908,토벌 증표,21,21,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5020,1068,1005,전설 제작 비법서,2,4,350000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5020,1069,1006,신화 제작 비법서,1,2,128000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5020,1070,19,지옥 레이드 결정,4,4,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5020,1071,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,지옥 레이드 ,5020,1072,50000,악몽 승급석,1,1,46000,TRUE,FALSE,,,,,,,
,,5020,1073,99000,제련석,80,80,1000000,TRUE,FALSE,,,,,,,
출입 제한 구역 - 기간테스,지옥2 레이드 ,5021,1074,20,레이드 토큰,1500,1500,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5021,1075,2908,토벌 증표,22,22,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5021,1076,1005,전설 제작 비법서,2,5,350000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5021,1077,1006,신화 제작 비법서,1,3,128000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5021,1078,19,지옥 레이드 결정,4,4,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5021,1079,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5021,1080,50000,악몽 승급석,1,1,80000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5021,1081,99000,제련석,100,100,1000000,TRUE,FALSE,,,,,,,
출입 제한 구역 - 모레그,지옥2 레이드 ,5022,1082,20,레이드 토큰,1550,1550,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5022,1083,2908,토벌 증표,23,23,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5022,1084,1005,전설 제작 비법서,2,5,350000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5022,1085,1006,신화 제작 비법서,1,3,128000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5022,1086,19,지옥 레이드 결정,4,4,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5022,1087,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5022,1088,50000,악몽 승급석,1,1,90000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5022,1089,99000,제련석,105,105,1000000,TRUE,FALSE,,,,,,,
출입 제한 구역 - 허수아비,지옥2 레이드 ,5023,1090,20,레이드 토큰,1600,1600,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5023,1091,2908,토벌 증표,24,24,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5023,1092,1005,전설 제작 비법서,2,5,350000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5023,1093,1006,신화 제작 비법서,1,3,128000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5023,1094,19,지옥 레이드 결정,4,4,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5023,1095,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5023,1096,50000,악몽 승급석,1,1,100000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5023,1097,99000,제련석,110,110,1000000,TRUE,FALSE,,,,,,,
출입 제한 구역 - 헬나이트,지옥2 레이드 ,5024,1098,20,레이드 토큰,1650,1650,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5024,1099,2908,토벌 증표,25,25,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5024,1100,1005,전설 제작 비법서,2,5,350000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5024,1101,1006,신화 제작 비법서,1,3,128000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5024,1102,19,지옥 레이드 결정,4,4,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5024,1103,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5024,1104,50000,악몽 승급석,1,1,110000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5024,1105,99000,제련석,115,115,1000000,TRUE,FALSE,,,,,,,
출입 제한 구역 - 보이드 매지션,지옥2 레이드 ,5025,1106,20,레이드 토큰,1700,1700,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5025,1107,2908,토벌 증표,26,26,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5025,1108,1005,전설 제작 비법서,2,5,350000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5025,1109,1006,신화 제작 비법서,1,3,128000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5025,1110,19,지옥 레이드 결정,4,4,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5025,1111,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5025,1112,50000,악몽 승급석,1,1,120000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5025,1113,99000,제련석,120,120,1000000,TRUE,FALSE,,,,,,,
출입 제한 구역 - 악의,지옥2 레이드 ,5026,1114,20,레이드 토큰,1750,1750,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5026,1115,2908,토벌 증표,27,27,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5026,1116,1005,전설 제작 비법서,2,5,350000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5026,1117,1006,신화 제작 비법서,1,3,128000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5026,1118,19,지옥 레이드 결정,4,4,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5026,1119,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5026,1120,50000,악몽 승급석,1,1,130000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5026,1121,99000,제련석,125,125,1000000,TRUE,FALSE,,,,,,,
출입 제한 구역 - 미믹,지옥2 레이드 ,5027,1122,20,레이드 토큰,1800,1800,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5027,1123,2908,토벌 증표,28,28,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5027,1124,1005,전설 제작 비법서,2,5,350000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5027,1125,1006,신화 제작 비법서,1,3,128000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5027,1126,19,지옥 레이드 결정,4,4,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5027,1127,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5027,1128,50000,악몽 승급석,1,1,140000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5027,1129,99000,제련석,130,130,1000000,TRUE,FALSE,,,,,,,
출입 제한 구역 - 웨어 울프,지옥2 레이드 ,5028,1130,20,레이드 토큰,1850,1850,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5028,1131,2908,토벌 증표,29,29,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5028,1132,1005,전설 제작 비법서,2,5,350000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5028,1133,1006,신화 제작 비법서,1,3,128000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5028,1134,19,지옥 레이드 결정,4,4,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5028,1135,1010,비법서 조각,150,150,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5028,1136,50000,악몽 승급석,1,1,150000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5028,1137,99000,제련석,135,135,1000000,TRUE,FALSE,,,,,,,
출입 제한 구역 - 여왕벌,지옥2 레이드 ,5029,1138,20,레이드 토큰,1900,1900,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5029,1139,2908,토벌 증표,32,32,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5029,1140,1005,전설 제작 비법서,3,7,350000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5029,1141,1006,신화 제작 비법서,2,5,128000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5029,1142,19,지옥 레이드 결정,5,5,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5029,1143,1010,비법서 조각,190,190,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5029,1144,50000,악몽 승급석,1,1,230000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5029,1145,99000,제련석,135,135,1000000,TRUE,FALSE,,,,,,,
출입 제한 구역 - 마녀,지옥2 레이드 ,5030,1146,20,레이드 토큰,2000,2000,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5030,1147,2908,토벌 증표,35,35,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5030,1148,1005,전설 제작 비법서,3,7,350000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5030,1149,1006,신화 제작 비법서,2,5,128000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5030,1150,19,지옥 레이드 결정,7,7,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5030,1151,1010,비법서 조각,250,250,1000000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5030,1152,50000,악몽 승급석,1,1,300000,TRUE,FALSE,,,,,,,
,지옥2 레이드 ,5030,1153,99000,제련석,150,150,1000000,TRUE,FALSE,,,,,,,
발록의 신전 1~5,지옥2 레이드 ,5031,1154,20,레이드 토큰,5000,5000,1000000,TRUE,TRUE,,,,,,,
,지옥2 레이드 ,5031,1155,2908,토벌 증표,400,400,1000000,TRUE,TRUE,,,,,,,
,지옥2 레이드 ,5031,1156,1005,전설 제작 비법서,10,15,1000000,TRUE,TRUE,,,,,,,
,지옥2 레이드 ,5031,1157,1006,신화 제작 비법서,10,20,1000000,TRUE,TRUE,,,,,,,
,지옥2 레이드 ,5031,1158,19,지옥 레이드 결정,100,100,1000000,TRUE,TRUE,,,,,,,
,지옥2 레이드 ,5031,1159,1010,비법서 조각,500,500,1000000,TRUE,TRUE,,,,,,,
,지옥2 레이드 ,5031,1160,99000,제련석,300,300,1000000,TRUE,TRUE,,,,,,,
대마법사의 묘,1단계,80000,1161,1710,스킬 조각,600,650,1000000,TRUE,FALSE,,,,,,,
,1단계,80000,1162,1710,스킬 조각,1000,1000,20000,FALSE,FALSE,,,,,,,
,1단계,80000,1163,1716,스킬 룬 1,3,3,1000000,TRUE,FALSE,,,,,,,
,1단계,80000,1164,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,1단계,80000,1165,532,하급 스킬북 선택 상자,1,1,20000,TRUE,FALSE,,,,,,,
,1단계,80000,1166,1010,비법서 조각,700,900,1000000,TRUE,FALSE,,,,,,,
,1단계,80000,1167,1005,전설,1,3,1000000,TRUE,FALSE,,,,,,,
,1단계,80000,1168,1006,신화,1,2,300000,TRUE,FALSE,,,,,,,
,,80000,1169,17,1억골드,10,10,1000000,TRUE,FALSE,,,,,,,
,2단계,80001,1170,1710,스킬 조각,700,800,1000000,TRUE,FALSE,,,,,,,
,2단계,80001,1171,1710,스킬 조각,1000,1000,20000,FALSE,FALSE,,,,,,,
,2단계,80001,1172,1716,스킬 룬 1,5,5,1000000,TRUE,FALSE,,,,,,,
,2단계,80001,1173,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,2단계,80001,1174,532,하급 스킬북 선택 상자,1,1,20000,TRUE,FALSE,,,,,,,
,2단계,80001,1175,1010,비법서 조각,1000,1200,1000000,TRUE,FALSE,,,,,,,
,2단계,80001,1176,1005,전설,2,4,1000000,TRUE,FALSE,,,,,,,
,2단계,80001,1177,1006,신화,1,2,300000,TRUE,FALSE,,,,,,,
,,80001,1178,17,1억골드,15,15,1000000,TRUE,FALSE,,,,,,,
,3단계,80002,1179,1710,스킬 조각,800,900,1000000,TRUE,FALSE,,,,,,,
,3단계,80002,1180,1710,스킬 조각,1000,1000,20000,FALSE,FALSE,,,,,,,
,3단계,80002,1181,1716,스킬 룬 1,5,5,1000000,TRUE,FALSE,,,,,,,
,3단계,80002,1182,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,3단계,80002,1183,532,하급 스킬북 선택 상자,1,1,20000,TRUE,FALSE,,,,,,,
,3단계,80002,1184,1010,비법서 조각,1300,1500,1000000,TRUE,FALSE,,,,,,,
,3단계,80002,1185,1005,전설,3,5,1000000,TRUE,FALSE,,,,,,,
,3단계,80002,1186,1006,신화,1,2,300000,TRUE,FALSE,,,,,,,
,,80002,1187,17,1억골드,20,20,1000000,TRUE,FALSE,,,,,,,
,4단계,80003,1188,1710,스킬 조각,1000,1000,1000000,TRUE,FALSE,,,,,,,
,4단계,80003,1189,1710,스킬 조각,3000,3000,20000,FALSE,FALSE,,,,,,,
,4단계,80003,1190,1716,스킬 룬 1,6,7,1000000,TRUE,FALSE,,,,,,,
,4단계,80003,1191,1717,스킬 룬 2,1,1,400000,TRUE,FALSE,,,,,,,
,4단계,80003,1192,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,4단계,80003,1193,532,하급 스킬북 선택 상자,1,1,20000,TRUE,FALSE,,,,,,,
,4단계,80003,1194,533,중급 스킬북 선택 상자,1,1,15000,TRUE,FALSE,,,,,,,
,4단계,80003,1195,1010,비법서 조각,1700,1900,1000000,TRUE,FALSE,,,,,,,
,4단계,80003,1196,1005,전설,4,6,1000000,TRUE,FALSE,,,,,,,
,4단계,80003,1197,1006,신화,1,3,300000,TRUE,FALSE,,,,,,,
,,80003,1198,17,1억골드,25,25,1000000,TRUE,FALSE,,,,,,,
,5단계,80004,1199,1710,스킬 조각,1300,1300,1000000,TRUE,FALSE,,,,,,,
,5단계,80004,1200,1710,스킬 조각,3000,3000,20000,FALSE,FALSE,,,,,,,
,5단계,80004,1201,1716,스킬 룬 1,7,9,1000000,TRUE,FALSE,,,,,,,
,5단계,80004,1202,1717,스킬 룬 2,1,2,500000,TRUE,FALSE,,,,,,,
,5단계,80004,1203,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,5단계,80004,1204,532,하급 스킬북 선택 상자,1,1,20000,TRUE,FALSE,,,,,,,
,5단계,80004,1205,533,중급 스킬북 선택 상자,1,1,15000,TRUE,FALSE,,,,,,,
,5단계,80004,1206,1010,비법서 조각,2000,2200,1000000,TRUE,FALSE,,,,,,,
,5단계,80004,1207,1005,전설,5,7,1000000,TRUE,FALSE,,,,,,,
,5단계,80004,1208,1006,신화,1,3,300000,TRUE,FALSE,,,,,,,
,,80004,1209,17,1억골드,40,40,1000000,TRUE,FALSE,,,,,,,
,6단계,80005,1210,1710,스킬 조각,1600,1600,1000000,TRUE,FALSE,,,,,,,
,6단계,80005,1211,1710,스킬 조각,3000,3000,20000,FALSE,FALSE,,,,,,,
,6단계,80005,1212,1716,스킬 룬 1,10,12,1000000,TRUE,FALSE,,,,,,,
,6단계,80005,1213,1717,스킬 룬 2,2,3,600000,TRUE,FALSE,,,,,,,
,6단계,80005,1214,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,6단계,80005,1215,532,하급 스킬북 선택 상자,1,1,20000,TRUE,FALSE,,,,,,,
,6단계,80005,1216,533,중급 스킬북 선택 상자,1,1,15000,TRUE,FALSE,,,,,,,
,6단계,80005,1217,1010,비법서 조각,2300,2500,1000000,TRUE,FALSE,,,,,,,
,6단계,80005,1218,1005,전설,6,8,1000000,TRUE,FALSE,,,,,,,
,6단계,80005,1219,1006,신화,1,3,300000,TRUE,FALSE,,,,,,,
,,80005,1220,17,1억골드,50,50,1000000,TRUE,FALSE,,,,,,,
,7단계,80006,1221,1710,스킬 조각,3000,3000,1000000,TRUE,FALSE,,,,,,,
,7단계,80006,1222,1710,스킬 조각,6000,6000,20000,FALSE,FALSE,,,,,,,
,7단계,80006,1223,1716,스킬 룬 1,9,10,1000000,TRUE,FALSE,,,,,,,
,7단계,80006,1224,1717,스킬 룬 2,4,5,600000,TRUE,FALSE,,,,,,,
,7단계,80006,1225,1718,스킬 룬 3,1,1,400000,TRUE,FALSE,,,,,,,
,7단계,80006,1226,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,7단계,80006,1227,532,하급 스킬북 선택 상자,1,1,20000,TRUE,FALSE,,,,,,,
,7단계,80006,1228,533,중급 스킬북 선택 상자,1,1,15000,TRUE,FALSE,,,,,,,
,7단계,80006,1229,534,상급 스킬북 선택 상자,1,1,10000,TRUE,FALSE,,,,,,,
,7단계,80006,1230,1010,비법서 조각,2600,2800,1000000,TRUE,FALSE,,,,,,,
,7단계,80006,1231,1005,전설,7,9,1000000,TRUE,FALSE,,,,,,,
,7단계,80006,1232,1006,신화,2,4,300000,TRUE,FALSE,,,,,,,
,,80006,1233,17,1억골드,70,70,1000000,TRUE,FALSE,,,,,,,
,8단계,80007,1234,1710,스킬 조각,4500,4500,1000000,TRUE,FALSE,,,,,,,
,8단계,80007,1235,1710,스킬 조각,6000,6000,20000,FALSE,FALSE,,,,,,,
,8단계,80007,1236,1716,스킬 룬 1,10,12,1000000,TRUE,FALSE,,,,,,,
,8단계,80007,1237,1717,스킬 룬 2,5,6,700000,TRUE,FALSE,,,,,,,
,8단계,80007,1238,1718,스킬 룬 3,1,3,500000,TRUE,FALSE,,,,,,,
,8단계,80007,1239,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,8단계,80007,1240,532,하급 스킬북 선택 상자,1,1,20000,TRUE,FALSE,,,,,,,
,8단계,80007,1241,533,중급 스킬북 선택 상자,1,1,15000,TRUE,FALSE,,,,,,,
,8단계,80007,1242,534,상급 스킬북 선택 상자,1,1,10000,TRUE,FALSE,,,,,,,
,8단계,80007,1243,1010,비법서 조각,3000,3200,1000000,TRUE,FALSE,,,,,,,
,8단계,80007,1244,1005,전설,8,10,1000000,TRUE,FALSE,,,,,,,
,8단계,80007,1245,1006,신화,2,5,300000,TRUE,FALSE,,,,,,,
,,80007,1246,17,1억골드,80,80,1000000,TRUE,FALSE,,,,,,,
,9단계,80008,1247,1710,스킬 조각,5500,5500,1000000,TRUE,FALSE,,,,,,,
,9단계,80008,1248,1710,스킬 조각,6000,6000,20000,FALSE,FALSE,,,,,,,
,9단계,80008,1249,1716,스킬 룬 1,12,15,1000000,TRUE,FALSE,,,,,,,
,9단계,80008,1250,1717,스킬 룬 2,6,8,700000,TRUE,FALSE,,,,,,,
,9단계,80008,1251,1718,스킬 룬 3,2,4,550000,TRUE,FALSE,,,,,,,
,9단계,80008,1252,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,9단계,80008,1253,532,하급 스킬북 선택 상자,1,1,20000,TRUE,FALSE,,,,,,,
,9단계,80008,1254,533,중급 스킬북 선택 상자,1,1,15000,TRUE,FALSE,,,,,,,
,9단계,80008,1255,534,상급 스킬북 선택 상자,1,1,10000,TRUE,FALSE,,,,,,,
,9단계,80008,1256,1010,비법서 조각,3300,3500,1000000,TRUE,FALSE,,,,,,,
,9단계,80008,1257,1005,전설,9,11,1000000,TRUE,FALSE,,,,,,,
,9단계,80008,1258,1006,신화,3,6,300000,TRUE,FALSE,,,,,,,
,,80008,1259,17,1억골드,100,100,1000000,TRUE,FALSE,,,,,,,
,지옥,1138,1260,1000,,120000,150000,1000000,TRUE,FALSE,,,,,,,
마법도시,지옥,1138,1261,1002,,24000,24000,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1138,1262,15,,61,130,400000,TRUE,FALSE,,,,,,,
결정,지옥,1138,1263,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1138,1264,18,,1,1,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1139,1265,1000,,130000,160000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1139,1266,1002,,24300,24300,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1139,1267,15,,61,130,400000,TRUE,FALSE,,,,,,,
결정,지옥,1139,1268,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1139,1269,18,,1,1,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1139,1270,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1140,1271,1000,,140000,170000,1000000,TRUE,FALSE,,,,,,,
불타는 평야,지옥,1140,1272,1002,,24600,24600,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1140,1273,15,,62,132,400000,TRUE,FALSE,,,,,,,
